2001,91,0
2001,92,0
2001,93,0
2001,94,0
2001,95,0
2001,96,0
2001,97,0
2001,98,0
2001,99,0
2001,100,0
2001,101,0
2001,102,0
2001,103,0
2001,104,0
2001,105,0
2001,106,0
2001,107,0
2001,108,0
2001,109,0
2001,110,0
2001,111,0
2001,112,0
2001,113,0
2001,114,0
2001,115,0
2001,116,0
2001,117,0
2001,118,0
2001,119,0
2001,120,0
2001,121,0
2001,122,0
2001,123,0
2001,124,0
2001,125,0
2001,126,0
2001,127,0
2001,128,0
2001,129,0
2001,130,0
2001,131,0
2001,132,0
2001,133,0
2001,134,0
2001,135,0
2001,136,0
2001,137,0
2001,138,0
2001,139,1
2001,140,2
2001,141,0
2001,142,0
2001,143,0
2001,144,0
2001,145,0
2001,146,0
2001,147,0
2001,148,0
2001,149,0
2001,150,0
2001,151,1
2001,152,0
2001,153,0
2001,154,0
2001,155,0
2001,156,0
2001,157,0
2001,158,1
2001,159,17
2001,160,5
2001,161,1
2001,162,0
2001,163,0
2001,164,0
2001,165,0
2001,166,0
2001,167,0
2001,168,0
2001,169,0
2001,170,0
2001,171,0
2001,172,0
2001,173,0
2001,174,6
2001,175,3
2001,176,4
2001,177,1
2001,178,0
2001,179,0
2001,180,0
2001,181,0
2001,182,1
2001,183,0
2001,184,2
2001,185,0
2001,186,2
2001,187,1
2001,188,1
2001,189,0
2001,190,0
2001,191,0
2001,192,0
2001,193,0
2001,194,0
2001,195,0
2001,196,0
2001,197,0
2001,198,0
2001,199,1
2001,200,1
2001,201,4
2001,202,0
2001,203,1
2001,204,1
2001,205,0
2001,206,0
2001,207,0
2001,208,0
2001,209,0
2001,210,0
2001,211,0
2001,212,2
2001,213,0
2001,214,0
2001,215,0
2001,216,0
2001,217,1
2001,218,2
2001,219,2
2001,220,3
2001,221,0
2001,222,0
2001,223,2
2001,224,1
2001,225,0
2001,226,1
2001,227,2
2001,228,0
2001,229,1
2001,230,1
2001,231,2
2001,232,1
2001,233,6
2001,234,5
2001,235,2
2001,236,1
2001,237,4
2001,238,4
2001,239,4
2001,240,1
2001,241,6
2001,242,0
2001,243,1
2001,244,8
2001,245,4
2001,246,2
2001,247,2
2001,248,0
2001,249,2
2001,250,2
2001,251,3
2001,252,1
2001,253,2
2001,254,1
2001,255,0
2001,256,0
2001,257,1
2001,258,0
2001,259,0
2001,260,0
2001,261,0
2001,262,0
2001,263,0
2001,264,0
2001,265,0
2001,266,0
2001,267,0
2001,268,0
2001,269,0
2001,270,0
2001,271,0
2001,272,0
2001,273,2
2001,274,0
2001,275,0
2001,276,0
2001,277,0
2001,278,0
2001,279,0
2001,280,0
2001,281,0
2001,282,0
2001,283,0
2001,284,0
2001,285,0
2001,286,0
2001,287,0
2001,288,0
2001,289,0
2001,290,0
2001,291,0
2001,292,0
2001,293,0
2001,294,0
2001,295,0
2001,296,0
2001,297,0
2001,298,0
2001,299,0
2001,300,0
2001,301,0
2001,302,0
2001,303,0
2001,304,0
